Dates,S&P 500 (^SPX) - Index Value,US Treasure 10Y Maturity,Crude Oil - Light (NYMEX) Historical Pricing,Gold (COMEX:^GC) - Day Close Price,Corn Price Per Bushel,US Treasure 1Y Maturity,twitter_total_posts,positive_tweets,negative_tweets,neutral_tweets,tweet_sentiment,news_text_count,news_sentiment,Crypto Global Ranking,DJI,NASDAQ,VIX,Open,DOGE,COPPER,BTC_VOLUME,ETH,LTC,SJD,EUR
2022-01-04,4793.54,1.71,76.99,1814.6,6.095,0.41,1245.0,491.0,136.0,619.0,0.0937505777989325,46.0,0.0636723053516531,43.588235294117645,34934.26953125,14124.08984375,24.290000915527344,46458.85156,0.141314998,4.682499886,38162644287.0,3449.552246,124.8831787,1.3647666376666667,1.098926703
2022-01-05,4700.58,1.73,77.85,1825.1,6.0225,0.45,1592.0,525.0,185.0,883.0,0.0617060495605595,14.0,0.1527777777777777,41.0,34312.03125,13716.7197265625,28.11000061035156,45899.35938,0.132772997,4.564999898666667,27002760110.0,2827.756104,99.43577576,1.383700013,1.053596497
2022-01-06,4696.05,1.76,79.46,1789.2,6.0375,0.43,1615.0,540.0,228.0,848.0,0.0613921388919455,55.0,0.0911938213301849,43.0,34079.1796875,13548.0703125,27.75,43565.51172,0.081055999,4.329999924,41135817341.0,1823.569336,62.96781921,1.374600053,1.065416574
2022-01-07,4677.03,1.7666666666666666,78.44,1797.4,6.0675,0.44,1533.0,472.0,188.0,873.0,0.0619329349042373,55.0,0.0392780729371638,47.0,33596.609375,13381.51953125,28.809999465942383,43153.57031,0.066174999,3.618999958,30767551159.0,1059.767334,51.115242,1.3751333556666667,1.0523229436666666
2022-01-08,4674.783333333333,1.7733333333333334,78.44,1797.8666666666668,6.0675,0.45,1286.0,387.0,157.0,742.0,0.0604369932917477,42.0,0.0903432067271352,51.0,33131.76171875,13037.490234375,31.020000457763672,41561.46484,0.068724997,3.552000046,25849159141.0,1635.195801,59.53544617,1.376199961,1.026135683
2022-01-09,4672.536666666667,1.78,78.44,1798.3333333333333,6.0675,0.46,1070.0,323.0,127.0,621.0,0.061323381600251,42.0,0.0403717589729494,53.0,33223.828125,13473.58984375,30.31999969482422,41734.72656,0.062371999,3.414499998,30182031010.0,1586.176758,57.52796936,1.401540041,0.99523288
2022-01-10,4670.29,1.75,77.7,1798.8,5.9975,0.46,1583.0,523.0,196.0,864.0,0.0633455774903777,17.0,0.0093545751633986,55.0,34058.75,13694.6201171875,27.59000015258789,41910.23047,0.060626999,3.4461666743333335,18719537670.0,1311.644409,52.90686798,1.4060533443333334,0.9930321773333334
2022-01-11,4713.07,1.74,80.67,1818.5,6.01,0.48,1422.0,490.0,138.0,795.0,0.0740078639959027,46.0,0.131041313758705,59.0,33892.6015625,13751.400390625,30.149999618530277,41819.50781,0.142574996,3.509500027,39819303159.0,1579.70459,55.12718964,1.415079951,0.988630772
2022-01-12,4726.35,1.7,82.02,1827.3,5.99,0.47,1373.0,462.0,127.0,784.0,0.0796150542133985,48.0,0.0542131132756132,63.0,33294.94921875,13532.4599609375,33.31999969482422,42742.17969,0.101584002,3.813999891,22895392882.0,1276.273926,77.51800537,1.359300017,1.042535424
2022-01-13,4659.03,1.78,81.62,1821.4,5.875,0.51,1207.0,379.0,130.0,699.0,0.0610840259873934,22.0,0.0591650378241287,67.0,33891.3515625,13752.01953125,30.739999771118164,43946.74219,0.172042996,4.53399992,47691135082.0,3248.288574,136.6365204,1.345900059,1.144164801
2022-01-14,4662.85,1.8025,83.3,1816.5,5.9625,0.5275,1233.0,411.0,103.0,719.0,0.0820677105303244,39.0,0.0821734284234284,71.0,33794.66015625,13537.9404296875,30.479999542236328,42598.87109,0.183549002,4.411499977,23577403399.0,3310.001465,144.7249146,1.346050024,1.145711541
2022-01-15,4641.415,1.8250000000000002,83.3,1815.475,5.9625,0.5449999999999999,910.0,341.0,106.0,463.0,0.0820309124820285,5.0,0.1012499999999999,75.0,33614.80078125,13313.4404296875,31.979999542236328,43101.89844,0.185102999,4.40262496475,18371348298.0,3330.530762,147.9374084,1.3468866746666666,1.1441645223333334
2022-01-16,4619.98,1.8475000000000001,83.3,1814.45,5.9625,0.5625,860.0,293.0,101.0,466.0,0.0780985433872529,5.0,0.0453838383838383,77.0,32817.37890625,12830.9599609375,36.45000076293945,43172.03906,0.177175999,4.3937499525,17902097845.0,3350.921875,146.5332031,1.3477233253333334,1.1426175036666666
2022-01-17,4598.545,1.87,83.3,1813.4250000000002,5.9625,0.58,1138.0,372.0,145.0,621.0,0.0584786551234325,32.0,0.0974815867003367,76.54545454545455,32632.640625,12795.5498046875,35.130001068115234,43118.12109,0.171145007,4.38487494025,21690904261.0,3212.304932,151.6672668,1.348559976,1.141070485
2022-01-18,4577.11,1.83,84.83,1812.4,5.995,0.57,1262.0,400.0,145.0,717.0,0.0642895258792997,41.0,0.0827742289327655,76.0909090909091,33286.25,13255.5498046875,32.45000076293945,42250.07422,0.165484995,4.375999928,22417209227.0,3164.025146,141.8907623,1.348420024,1.141057491
2022-01-19,4532.76,1.83,85.8,1843.2,6.105,0.6,1289.0,422.0,155.0,712.0,0.0622128969791365,47.0,0.0648501350894967,75.18181818181819,33174.0703125,13129.9599609375,30.229999542236328,42374.03906,0.162356004,4.462500095,23091543258.0,3095.825928,136.9167023,1.350520015,1.13296473
2022-01-20,4482.73,1.75,85.55,1842.6,6.11,0.58,1503.0,479.0,185.0,840.0,0.0633851443151553,46.0,0.0389631093544137,74.27272727272727,32944.19140625,12843.8095703125,30.75,41744.02734,0.155203998,4.576499939,20382033940.0,3001.120117,130.3650055,1.34739995,1.134339929
2022-01-21,4397.94,1.75,85.14,1831.8,6.1625,0.58,2358.0,710.0,316.0,1333.0,0.0588640157775415,40.0,0.0787713819745069,73.36363636363636,32945.23828125,12581.2197265625,31.770000457763672,40699.60547,0.142639995,4.512499809,43011992031.0,2557.931641,114.3918686,1.346889973,1.131375313
2022-01-22,4402.003333333333,1.75,85.14,1835.1,6.1625,0.58,2105.0,561.0,252.0,1292.0,0.0454896603843913,14.0,0.0434343434343434,72.45454545454545,33544.33984375,12948.6201171875,29.82999992370605,36471.58984,0.132891998,4.475999832,39714385405.0,2405.181152,108.4284973,1.3460932973333333,1.132299185
2022-01-23,4406.066666666667,1.75,85.14,1838.4,6.1625,0.58,1308.0,394.0,196.0,719.0,0.0548552044382004,9.0,0.0047222222222222,72.0,34063.1015625,13436.5498046875,26.670000076293945,35047.35938,0.141863003,4.439499855,26017975951.0,2535.039063,112.0895081,1.3452966216666666,1.133223057
2022-01-24,4410.13,1.78,83.31,1841.7,6.21,0.65,2016.0,616.0,241.0,1161.0,0.0564447491952027,31.0,0.1001669537153408,71.41666666666667,34480.76171875,13614.7802734375,25.670000076293945,36275.73438,0.137797996,4.402999878,41856658597.0,2440.352295,109.5915985,1.344499946,1.134146929
2022-01-25,4356.45,1.85,85.6,1852.5,6.2,0.7,1498.0,507.0,160.0,832.0,0.0647796857123781,37.0,0.0835384247884247,70.25,34754.9296875,13893.83984375,23.8700008392334,36654.80469,0.143049002,4.44299984,26428189594.0,2455.935059,108.0663757,1.345340014,1.13241303
2022-01-26,4349.93,1.81,87.35,1829.7,6.27,0.75,1627.0,563.0,169.0,895.0,0.0745048389697102,42.0,0.0775786779358208,69.08333333333333,34552.98828125,13838.4599609375,23.530000686645508,36950.51563,0.143788993,4.504499912,31324598034.0,2468.030273,107.2821808,1.343799949,1.130454421
2022-01-27,4326.51,1.78,86.61,1795.0,6.2525,0.75,1281.0,433.0,177.0,672.0,0.0641869342866633,53.0,0.0950551789231034,67.91666666666667,34807.4609375,14108.8203125,22.940000534057617,36841.87891,0.141247004,4.413000107,25041426629.0,2423.001221,106.9535141,1.348199964,1.124353528
2022-01-28,4431.85,1.7833333333333334,86.82,1786.6,6.36,0.76,1309.0,462.0,122.0,727.0,0.0813193546435391,53.0,0.0859503605234737,66.75,34358.5,13922.599609375,23.56999969482422,37128.44531,0.141655996,4.302999973,22238830523.0,2547.092041,109.4327316,1.352640033,1.11470294
2022-01-29,4459.75,1.7866666666666666,86.82,1789.8666666666666,6.36,0.77,1070.0,355.0,117.0,598.0,0.0701030411776573,16.0,0.0097458964646464,65.58333333333333,34707.94140625,14191.83984375,21.670000076293945,37780.71484,0.143056005,4.307999928666667,17194183075.0,2597.084717,110.8236771,1.3537233673333333,1.114881118
2022-01-30,4487.650000000001,1.79,86.82,1793.1333333333334,6.36,0.78,286.0,91.0,31.0,164.0,0.0735072925285993,18.0,0.0576972603014269,65.0,34861.23828125,14169.2998046875,20.809999465942383,38151.91797,0.139470994,4.312999884333333,14643548444.0,2603.466553,108.7998581,1.3548067016666665,1.1150592959999999
2022-01-31,4515.55,1.81,88.15,1796.4,6.26,0.78,1261.0,402.0,153.0,706.0,0.063340060025745,48.0,0.0591174768518518,69.33333333333333,34955.890625,14354.900390625,19.6299991607666,37920.28125,0.141804993,4.31799984,20734730465.0,2688.278809,109.5876999,1.355890036,1.115237474
2022-02-01,4546.54,1.78,88.2,1801.5,6.3475,0.76,1566.0,523.0,165.0,879.0,0.07825171817815,49.666666666666664,0.049621964157144934,78.0,35294.19140625,14619.6396484375,18.899999618530277,38481.76563,0.174402997,4.375666618333333,27951569547.0,3829.564941,151.2554932,1.3534466826666667,1.1192901926666667
2022-02-02,4589.38,1.82,88.26,1810.3,6.225,0.78,1304.0,437.0,163.0,704.0,0.0659887353644748,53.0,0.0306309387677312,74.33333333333333,35228.80859375,14442.26953125,19.32999992370605,38743.71484,0.137235001,4.491000175,19155189416.0,2682.854004,108.5560226,1.348559976,1.12739563
2022-02-03,4477.44,1.93,90.27,1804.1,6.1675,0.89,1144.0,423.0,135.0,586.0,0.0810260338620886,51.0,0.1078388931330107,67.0,34678.3515625,14220.51953125,20.559999465942383,36944.80469,0.132990003,4.655499935,29183112630.0,2950.118408,110.3513565,1.357329965,1.113275886
2022-02-04,4500.53,1.9266666666666665,92.31,1807.8,6.205,0.8866666666666667,1766.0,499.0,183.0,1084.0,0.0572186443130136,20.0,0.125993265993266,59.66666666666667,34818.26953125,14261.5,19.6299991607666,37149.26563,0.138913006,4.5221665699999996,29336594194.0,3445.059326,124.9234848,1.3667666516666666,1.0924858653333334
2022-02-05,4494.9766666666665,1.9233333333333333,92.31,1812.4666666666667,6.205,0.8833333333333333,1459.0,467.0,159.0,834.0,0.0731208821057989,42.0,0.0958101422387136,52.333333333333336,34921.87890625,14532.5498046875,18.56999969482422,41501.48047,0.130937994,4.25549984,32922642426.0,2857.4104,100.6932297,1.385640025,1.050905824
2022-02-06,4489.423333333333,1.92,92.31,1817.1333333333332,6.205,0.88,1164.0,381.0,99.0,687.0,0.0833376818460652,43.0,0.0370836269673479,48.66666666666667,34641.1796875,14204.169921875,21.030000686645508,41441.12109,0.082772002,4.553999901,29083562061.0,1834.150513,64.45135498,1.370000005,1.075106978
2022-02-07,4483.87,1.96,91.32,1821.8,6.3525,0.91,1931.0,613.0,190.0,1128.0,0.0657336418371764,21.0,0.0384279300945967,45.0,34496.51171875,13888.8203125,22.100000381469727,42406.78125,0.066698,4.210833231666667,18100418740.0,1066.512817,50.48544693,1.3745666743333333,1.0552608963333334
2022-02-08,4521.54,1.94,89.36,1827.9,6.3225,0.91,1586.0,528.0,185.0,873.0,0.0632577445341833,54.0,0.0015780824114157,37.66666666666667,34583.5703125,13897.2998046875,21.549999237060547,43854.65234,0.066693999,3.524499893,28389250717.0,1632.945435,58.24385452,1.383700013,1.015568733
2022-02-09,4587.18,2.03,89.66,1836.6,6.46,1.14,1697.0,620.0,180.0,898.0,0.0748125051980717,39.0,0.0038283475783475,30.333333333333336,34721.12109375,13711.0,21.15999984741211,44096.70313,0.061634999,3.421499968,29123998928.0,1577.220459,61.04099655,1.400966684,1.0034687716666668
2022-02-10,4504.08,1.92,88.56,1837.4,6.405,1.07,1563.0,503.0,160.0,900.0,0.0684441334676193,15.0,0.0054444444444444,23.0,34308.078125,13411.9599609375,24.3700008392334,44347.80078,0.059287999,3.4495000046666666,20765955327.0,1276.093506,51.91163254,1.435500026,0.979268849
2022-02-11,4418.64,1.94,91.42,1842.1,6.505,1.09,1254.0,411.0,152.0,691.0,0.069800047993301,57.0,0.0949269338118022,32.0,34220.359375,13371.5703125,24.26000022888184,43571.12891,0.127829999,3.505500078,55552169483.0,1519.711792,60.55846786,1.414600015,0.987790942
2022-02-12,4412.983333333334,1.96,91.42,1851.2,6.505,1.1099999999999999,960.0,340.0,114.0,506.0,0.0808976744357057,52.0,0.0963078588078588,50.0,34564.58984375,13643.58984375,21.81999969482422,42412.30078,0.102147996,3.84800005,19539705127.0,1294.303345,77.95148468,1.353199959,1.05284214
2022-02-13,4407.326666666667,1.98,91.42,1860.3,6.505,1.13,999.0,341.0,114.0,544.0,0.0674526530412773,17.0,0.0445121381886087,59.0,34451.23046875,13351.080078125,22.700000762939453,42236.56641,0.148947999,4.177750111,14741589015.0,2883.463379,126.204216,1.3500899675,1.0946739315
2022-02-14,4401.67,2.05,93.5,1869.4,6.5525,1.11,1291.0,455.0,134.0,703.0,0.0783954313312328,48.0,0.0880149711399711,58.5,34411.69140625,13332.3603515625,22.170000076293945,42157.39844,0.146002993,4.507500172,20827783012.0,2933.479004,124.8000565,1.346979976,1.136505723
2022-02-15,4471.07,2.03,90.21,1856.2,6.375,1.09,1639.0,564.0,188.0,888.0,0.0726919042933343,53.0,0.0978990715783168,57.5,34911.19921875,13619.66015625,21.3700008392334,42586.46484,0.151760995,4.531499863,22721659051.0,3179.877197,131.762619,1.346500039,1.130633473
2022-02-16,4475.01,1.97,91.83,1871.5,6.4575,1.05,1389.0,460.0,163.0,766.0,0.0712845454823416,56.0,0.0332843314093314,56.5,35160.7890625,13453.0703125,20.31999969482422,44578.27734,0.149094999,4.540500164,19792547657.0,3127.830078,128.1608429,1.344720006,1.135679603
2022-02-17,4380.26,1.92,90.04,1902.0,6.4925,1.03,1618.0,460.0,209.0,950.0,0.0547438081173034,51.0,0.0749723542615699,55.5,34792.76171875,13174.650390625,22.68000030517578,43937.07031,0.138551995,4.525000095,26246662813.0,2881.481934,116.3024139,1.343009949,1.137526989
2022-02-18,4348.87,1.9249999999999998,90.21,1899.8,6.5275,1.065,1369.0,434.0,149.0,786.0,0.0669050665964879,53.0,0.0495764926897002,54.5,33811.3984375,12839.2900390625,28.209999084472656,40552.13281,0.138768002,4.519499779,23310007704.0,2785.727539,115.1970901,1.342800021,1.13664782
2022-02-19,4337.8425,1.93,90.21,1901.7,6.5275,1.1,1048.0,350.0,119.0,579.0,0.073319389271929,17.0,0.1185128596893302,53.5,34049.4609375,13004.849609375,27.020000457763672,40026.02344,0.141205996,4.5171248915,13736557863.0,2763.701172,115.7090073,1.343920032,1.1350055533333334
2022-02-20,4326.8150000000005,1.935,90.21,1903.6,6.5275,1.135,1162.0,382.0,136.0,645.0,0.0654602146860507,18.0,0.0871718173801507,53.0,33240.1796875,12490.740234375,33.52000045776367,40118.10156,0.136868,4.514750004,18340576452.0,2628.648438,110.8320389,1.345040043,1.1333632866666667
2022-02-21,4315.7875,1.94,90.21,1905.5,6.5275,1.17,1346.0,426.0,139.0,781.0,0.0669551488343898,43.0,0.0476429997650927,52.90909090909091,33301.9296875,12488.9296875,31.600000381469727,38423.21094,0.128490001,4.5123751165,29280402798.0,2573.816162,103.4504929,1.346160054,1.13172102
2022-02-22,4304.76,1.99,91.91,1907.4,6.725,1.16,1387.0,468.0,153.0,768.0,0.070802454152333,50.0,0.0828682659932659,52.81818181818182,33916.390625,12871.5302734375,29.989999771118164,37068.76953,0.131552994,4.510000229,25493150450.0,2639.299316,107.5227966,1.346600056,1.130965829
2022-02-23,4225.5,1.96,92.1,1910.4,6.8125,1.08,1267.0,427.0,159.0,681.0,0.0698434375807322,56.0,0.0483203312890812,52.63636363636363,32977.2109375,12334.6396484375,33.400001525878906,38285.28125,0.127846003,4.481500149,21849073843.0,2590.359619,105.96595,1.345460057,1.132913351
2022-02-24,4288.7,1.97,92.81,1926.3,6.9025,1.13,154.0,60.0,19.0,76.0,0.070819183480773,54.0,0.1066162284217839,52.45454545454545,33061.5,12536.01953125,32.34000015258789,37278.56641,0.123813003,4.453999996,46383802093.0,2598.067139,104.2304916,1.346189976,1.130569458
2022-02-25,4384.65,1.9233333333333333,91.59,1887.6,6.5575,1.0899999999999999,1360.0,424.0,181.0,756.0,0.0560617848852389,46.0,0.0210360985632724,52.27272727272727,33128.7890625,12563.759765625,29.25,38333.74609,0.127575994,4.472000122,26545599159.0,2764.535645,109.2663116,1.355010033,1.11906898
2022-02-26,4381.08,1.8766666666666667,91.59,1891.9666666666667,6.5575,1.05,993.0,279.0,114.0,601.0,0.0542573751945293,17.0,0.1080213903743315,52.09090909090909,34061.05859375,12964.8603515625,25.420000076293945,39213.08203,0.127646998,4.462833404333333,17467554129.0,2781.111816,108.24366,1.3563533626666666,1.1187477906666667
2022-02-27,4377.509999999999,1.83,91.59,1896.3333333333333,6.5575,1.01,952.0,272.0,120.0,560.0,0.0527858382488859,15.0,0.0489583333333333,52.0,32997.96875,12317.6904296875,31.200000762939453,39098.69922,0.123111002,4.453666686666667,23450127612.0,2621.801758,103.1055984,1.3576966923333333,1.1184266013333333
2022-02-28,4373.94,1.72,95.72,1900.7,6.9075,0.91,2031.0,610.0,207.0,1214.0,0.0617290042167967,49.0,0.082412518037518,51.44444444444444,32899.37109375,12144.66015625,30.190000534057617,37706.0,0.133156002,4.444499969,35690014104.0,2919.201172,113.4745789,1.359040022,1.118105412
2022-03-01,4306.26,1.86,103.41,1943.8,7.2575,1.06,1785.0,558.0,183.0,1045.0,0.0641282080641508,10.0,0.035625,50.333333333333336,32245.69921875,11623.25,34.75,43194.50391,0.170087993,4.414500237,33071628362.0,3761.380371,148.4615936,1.348199964,1.13734591
2022-03-02,4386.54,1.86,110.6,1922.3,7.25,1.08,1244.0,384.0,123.0,737.0,0.0657338597576615,51.0,0.0393433164511595,49.22222222222222,32160.740234375,11737.669921875,32.9900016784668,44357.61719,0.137540996,4.466499805,18591534769.0,2679.162598,110.2870026,1.347499967,1.129994631
2022-03-03,4363.49,1.74,107.67,1935.9,7.4775,1.05,1225.0,364.0,136.0,725.0,0.0613555638823505,58.0,-0.0101120036572622,48.111111111111114,31834.109375,11364.240234375,32.560001373291016,43925.19531,0.129610002,4.771500111,24967782593.0,2834.468994,111.3521194,1.354979992,1.111234546
2022-03-04,4328.87,1.7533333333333334,115.68,1966.6,7.5425,1.0566666666666666,1164.0,331.0,119.0,715.0,0.0543478210586972,17.0,0.1191128724216959,47.0,31730.30078125,11370.9599609375,31.770000457763672,42458.14063,0.146452993,4.60466671,25414397610.0,3522.833496,128.9462128,1.356600046,1.104728222
2022-03-05,4286.276666666667,1.7666666666666666,115.68,1976.3666666666666,7.5425,1.0633333333333335,867.0,280.0,80.0,508.0,0.0814960093646935,48.0,0.0802919259559884,40.666666666666664,32196.66015625,11805.0,28.8700008392334,39148.44922,0.129519999,4.270999908,27326943244.0,2783.476318,99.34301758,1.383839965,1.052853227
2022-03-06,4243.683333333333,1.78,115.68,1986.1333333333334,7.5425,1.07,866.0,275.0,96.0,495.0,0.0718392244610128,46.0,0.1008032878956791,34.333333333333336,32223.419921875,11662.7900390625,27.46999931335449,39404.19922,0.080441996,4.477499962,26175547452.0,1775.078613,62.65926361,1.3895199895,1.0481240155
2022-03-07,4201.09,1.86,119.4,1995.9,7.5075,1.12,1200.0,370.0,174.0,656.0,0.0512949931474454,18.0,0.0733010662177328,28.0,32654.58984375,11984.51953125,26.100000381469727,38429.30469,0.067179002,4.141499996333333,16390821947.0,1073.766968,50.9721756,1.395200014,1.043394804
2022-03-08,4170.7,1.94,119.65,2043.3,7.53,1.15,1129.0,412.0,140.0,577.0,0.0700389853852802,47.0,0.0076363943385219,29.7,31490.0703125,11418.150390625,30.959999084472656,38059.90234,0.066195004,3.469500065,26288169966.0,1618.874512,57.80519104,1.380789995,1.015764594
2022-03-09,4277.88,1.98,105.05,1988.2,7.33,1.19,1644.0,500.0,150.0,994.0,0.0675877412922946,12.0,0.0168455387205387,33.1,31253.130859375,11388.5,29.350000381469727,38742.81641,0.062693998,3.4656666916666667,23613051457.0,1556.872681,60.13480377,1.3973933456666667,1.0049120186666667
2022-03-10,4259.52,2.0,102.99,2000.4,7.5575,1.22,1324.0,407.0,152.0,766.0,0.0621813661514209,41.0,0.0076152788043031,36.5,31261.900390625,11354.6201171875,29.43000030517578,41974.07031,0.060384002,3.457999945,30484729489.0,1323.439209,54.1762085,1.430600047,0.983206868
2022-03-11,4204.31,2.046666666666667,106.3,1985.0,7.625,1.24,1151.0,353.0,151.0,647.0,0.0684565947220461,54.0,0.06954278232056,39.9,31880.240234375,11535.26953125,28.479999542236328,39439.96875,0.122592002,3.456500053,43228750179.0,1531.541748,61.92131424,1.417899966,0.981440902
2022-03-12,4193.91,2.0933333333333333,106.3,1976.9333333333334,7.625,1.26,993.0,323.0,108.0,563.0,0.0764481752819794,14.0,0.1253389764996907,43.3,31928.619140625,11264.4501953125,29.450000762939453,38794.46484,0.099823996,3.808499971666667,16217776704.0,1243.334839,76.59791565,1.3994999726666666,1.018696189
2022-03-13,4183.51,2.14,106.3,1968.8666666666666,7.625,1.28,976.0,270.0,118.0,588.0,0.0596532648885604,13.0,-0.0188141025641025,45.0,32120.279296875,11434.740234375,28.3700008392334,38884.72656,0.111607999,4.160499890333334,17300745310.0,2518.94458,102.1147995,1.3810999793333334,1.055951476
2022-03-14,4173.11,2.15,101.18,1960.8,7.4825,1.28,1415.0,444.0,126.0,845.0,0.0804290772431594,46.0,0.0672611989459815,45.166666666666664,32637.189453125,11740.650390625,27.5,37846.31641,0.114047997,4.512499809,24322159070.0,2590.696045,105.6736526,1.362699986,1.093206763
2022-03-15,4262.45,2.19,94.79,1929.7,7.58,1.35,1139.0,363.0,113.0,663.0,0.0678797019324884,60.0,0.0565027507215007,45.5,33212.9609375,12131.1298828125,25.71999931335449,39664.25,0.112783998,4.50150013,23934000868.0,2620.149658,106.9885712,1.366150022,1.094319344
2022-03-16,4357.86,2.2,93.59,1909.2,7.3,1.3,1363.0,378.0,143.0,843.0,0.0590879713169017,54.0,0.0654009228083302,45.833333333333336,32990.12109375,12081.3896484375,26.190000534057617,39335.57031,0.116907999,4.587999821,39616916192.0,2772.055664,111.3591919,1.365229964,1.096936345
2022-03-17,4411.67,2.14,101.65,1943.2,7.545,1.29,929.0,319.0,90.0,521.0,0.0811952223897596,50.0,0.0572619528619528,46.166666666666664,32813.23046875,11994.4599609375,25.690000534057617,41140.84375,0.116502002,4.690499783,22009601093.0,2814.854492,110.3102341,1.358260036,1.102195501
2022-03-18,4463.12,2.2,103.09,1929.3,7.4175,1.3266666666666667,1095.0,396.0,107.0,592.0,0.081091536866288,46.0,0.0546804418407679,46.5,33248.28125,12316.900390625,24.71999931335449,40944.83984,0.119305998,4.730500221,34421564942.0,2945.343018,112.1158676,1.353270054,1.109951854
2022-03-19,4462.473333333333,2.26,103.09,1929.3666666666666,7.4175,1.3633333333333333,955.0,331.0,94.0,530.0,0.0821276754387403,14.0,0.024076479076479,46.833333333333336,32899.69921875,12012.73046875,24.790000915527344,41794.64844,0.123568997,4.720833460333333,19664853187.0,2946.25708,116.3732681,1.354236722,1.1080724003333333
2022-03-20,4461.826666666667,2.32,103.09,1929.4333333333334,7.4175,1.4,846.0,265.0,88.0,497.0,0.0668568604584352,12.0,0.1616135311447811,47.0,32915.78125,12061.3701171875,25.06999969482422,42191.40625,0.119153999,4.711166699666666,20127946682.0,2860.459229,114.8291397,1.35520339,1.1061929466666667
2022-03-21,4461.18,2.38,109.97,1929.5,7.5625,1.59,1069.0,372.0,111.0,586.0,0.0740809346714586,52.0,0.0457637096699596,47.583333333333336,33180.140625,12175.23046875,24.020000457763672,41246.13281,0.119338997,4.701499939,24615543271.0,2897.976563,116.1587296,1.356170058,1.104313493
2022-03-22,4511.61,2.32,109.27,1921.5,7.53,1.52,1320.0,458.0,128.0,734.0,0.077067732104368,50.0,0.0634935966810966,48.75,32910.8984375,12086.26953125,23.959999084472656,41074.10547,0.122481003,4.68900013,32004652376.0,2973.131104,122.9279633,1.35800004,1.101722002
2022-03-23,4456.24,2.34,114.93,1937.3,7.5775,1.55,1182.0,405.0,115.0,663.0,0.0741570008358298,51.0,0.0401563617029303,49.916666666666664,32272.7890625,11754.23046875,26.09000015258789,42364.37891,0.129727006,4.762499809,25242943069.0,3031.067139,122.4754181,1.35687995,1.10297358
2022-03-24,4520.16,2.48,112.34,1962.2,7.4825,1.67,1580.0,473.0,139.0,968.0,0.0606575597832237,57.0,0.0800962918660287,51.083333333333336,31392.7890625,11340.01953125,27.75,42886.65234,0.136549994,4.729000092,31042992291.0,3108.062012,126.5812759,1.357689977,1.100630641
2022-03-25,4543.06,2.473333333333333,113.9,1954.2,7.54,1.6766666666666665,1581.0,492.0,142.0,949.0,0.0712585966159066,52.0,0.0739077878140378,52.25,30516.740234375,10809.23046875,34.02000045776367,43964.54688,0.131013006,4.68599987,30574413034.0,3106.671387,124.0673676,1.357380033,1.10095787
2022-03-26,4553.88,2.466666666666667,113.9,1949.4,7.54,1.6833333333333333,997.0,290.0,98.0,609.0,0.0642095071179255,17.0,0.0666167982344453,53.416666666666664,30364.830078125,10828.349609375,32.689998626708984,44349.85938,0.135867998,4.695333321666666,16950455995.0,3143.178955,124.8813324,1.3578900100000002,1.0995734929999998
2022-03-27,4564.700000000001,2.46,113.9,1944.6,7.54,1.69,981.0,306.0,93.0,582.0,0.0652889298663101,17.0,0.0600442449707155,54.0,30668.529296875,11099.150390625,29.6200008392334,44505.35547,0.144731998,4.704666773333334,28160889722.0,3291.577637,129.3974762,1.358399987,1.098189116
2022-03-28,4575.52,2.41,105.96,1939.8,7.485,1.67,1766.0,531.0,162.0,1073.0,0.0646093880375533,43.0,0.0925552451424544,52.78260869565217,29927.0703125,10646.099609375,32.95000076293945,46821.85156,0.142656997,4.714000225,36362175703.0,3336.634521,127.9386139,1.360450029,1.099384308
2022-03-29,4631.6,2.35,104.24,1918.0,7.2625,1.64,1640.0,587.0,200.0,853.0,0.0725491292825488,61.0,0.1075823220495351,50.34782608695652,29888.779296875,10798.349609375,31.1299991607666,47100.4375,0.144470006,4.716499805,31397059069.0,3401.987793,130.0612335,1.355970025,1.109151602
2022-03-30,4602.45,2.32,107.82,1939.0,7.38,1.63,1345.0,443.0,132.0,771.0,0.078817380519809,54.0,0.1129681738015071,47.91304347826087,30530.25,11069.2998046875,30.190000534057617,47456.89844,0.143209994,4.739500046,29333883962.0,3385.157959,131.169342,1.352530003,1.116183519
2022-03-31,4530.41,2.39,100.28,1954.0,7.4875,1.72,1324.0,436.0,137.0,752.0,0.0750948065626097,52.0,0.0663789682539682,45.47826086956522,30483.130859375,11053.080078125,28.950000762939453,47062.14844,0.137825996,4.743000031,33327427106.0,3281.642822,123.716011,1.354300022,1.107235789
2022-04-01,4545.86,2.4,99.27,1923.7,7.35,1.72,944.0,296.0,97.0,551.0,0.0751619629646098,11.0,0.0636363636363636,43.04347826086956,30677.359375,11232.1904296875,29.049999237060547,45554.16406,0.168803006,4.46600008,42494677905.0,3794.056641,146.8122864,1.353119969,1.130224466
2022-04-02,4558.12,2.41,99.27,1927.1333333333334,7.35,1.72,416.0,131.0,41.0,244.0,0.0701178552124597,51.0,0.054104624678154,40.608695652173914,31500.6796875,11607.6201171875,27.229999542236328,46285.5,0.147503003,4.483500004,29412210792.0,2983.586914,120.9180374,1.344030023,1.143575907
