Date,Day,Movement0D,Movement1D,Movement1W,Movement1M,Movement3M,Movement6M,Movement9M,Movement12M,BitcoinDate,Bitcoin1D,Bitcoin1W,Bitcoin1M,Bitcoin3M,Bitcoin6M,Bitcoin9M,Bitcoin12M,BitcoinCloseDate,BitcoinClose1W,BitcoinClose1M,BitcoinClose3M,BitcoinClose6M,BitcoinClose9M,BitcoinClose12M,BitcoinVolumeDate,BitcoinVolume1W,BitcoinVolume1M,BitcoinVolume3M,BitcoinVolume6M,BitcoinVolume9M,BitcoinVolume12M,SPYDate,SPY1W,SPY1M,SPY3M,SPY6M,SPY9M,SPY12M,CLDate,CL1W,CL1M,CL3M,CL6M,CL9M,CL12M,CornDate,Corn1W,Corn1M,Corn3M,Corn6M,Corn9M,Corn12M,WheatDate,Wheat1W,Wheat1M,Wheat3M,Wheat6M,Wheat9M,Wheat12M,Soybeans,Soybeans1W,Soybeans1M,Soybeans3M,Soybeans6M,Soybeans9M,Soybeans12M,GoldDate,Gold1W,Gold1M,Gold3M,Gold6M,Gold9M,Gold12M,CopperDate,Copper1W,Copper1M,Copper3M,Copper6M,Copper9M,Copper12M,sgdusdDate,sgdusd1W,sgdusd1M,sgdusd3M,sgdusd6M,sgdusd9M,sgdusd12M,Sentiment,ETHDate,DOGEDate,LTCDate,UST1YDate,UST10YDate,EuroDate,All_Twitter_Posts,Positive_Tweets,Negative_Tweet,Neutral_Tweets,Tweet_Average_Sentiment,News_Article_Count,News_Sentiment,Crypto_Global_Ranking
02-03-2022,Wednesday,1,1,1,1,0,0,1,0,44357.61719,43194.50391,37068.76953,37128.44531,57291.90625,46894.55469,35835.26563,49612.10547,43924.11719,38286.02734,37784.33203,57806.56641,49058.66797,33560.70703,48378.98828,29183112630,25493150450,22238830523,32370840356,34511076995,33683936663,47530897720,4322.560059,4332.740234,4336.189941,4628.75,4474.100098,4229.339844,3903.639893,107.1200027,91.75,87.5,69.23000336,67.75,69.51999664,60.22999954,741.75,657.75,623.25,586,553,695,547.25,1009.25,815,777.25,837.75,725.75,694.25,645.5,1708,1609,1446.5,1260.75,1364.25,1599.75,1395,1945.599976,1908.099976,1797.5,1791.699951,1803.400024,1890.5,1709.400024,4.563000202,4.519499779,4.422500134,4.304999828,4.316500187,4.522999763,4.114999771,0.736811042,0.742610991,0.739480853,0.729958951,0.73832345,0.755093098,0.753522694,-0.15,2679.162598,0.137540996,110.2870026,0.0108,0.0186,1.129994631,1244,384,123,737,0.06573386,51,0.039343316,49.22222222
03-03-2022,Thursday,1,0,1,1,0,0,1,0,43925.19531,44357.61719,38285.28125,37920.28125,57830.11328,48834.85156,33589.51953,48415.81641,42451.78906,37296.57031,38483.125,57005.42578,47054.98438,33472.63281,50538.24219,24967782593,21849073843,20734730465,36708594618,31847007016,49902050442,53220811975,4401.310059,4324.930176,4431.790039,4640.25,4513.759766,4233.810059,3863.98999,111.3300018,91.73999786,87.44999695,70.04000092,69.30000305,69.29000092,59.54999924,745,674,635.75,581,557.25,682,560,1124.25,841,793,808.25,720.5,682.5,658.25,1690.25,1637.5,1474,1241.5,1357.25,1571,1412,1930.5,1896.599976,1788.5,1783.900024,1818.199951,1896.5,1730,4.699999809,4.506000042,4.308000088,4.356999874,4.321499825,4.472000122,4.218500137,0.737985611,0.743256807,0.737512112,0.731047571,0.743300974,0.75625807,0.752502084,-0.16,2834.468994,0.129610002,111.3521194,0.0105,0.0174,1.111234546,1225,364,136,725,0.061355564,58,-0.010112004,48.11111111
04-03-2022,Friday,1,0,1,1,0,0,1,0,42458.14063,43925.19531,37278.56641,38481.76563,56907.96484,47024.33984,33416.97656,50522.30469,39137.60547,38332.60938,38743.27344,57229.82813,47166.6875,37345.12109,48561.16797,28516271427,46383802093,20288500328,36858195307,34730363427,53972919008,52343816680,4342.120117,4155.77002,4519.569824,4602.819824,4529.75,4232.990234,3818.530029,107.9599991,92.51999664,88.15000153,67.01000214,69.18000031,70.01000214,61.08000183,761.75,683.5,626,568,540,682.5,550.25,1340,882.75,762.5,784,706.5,685,653,1684,1676.25,1490,1222,1310,1584.25,1418.75,1937,1911.900024,1797.199951,1774.800049,1815.900024,1894.900024,1706.5,4.768000126,4.478499889,4.354499817,4.303500175,4.364500046,4.531499863,4.11950016,0.73705548,0.743052423,0.739896715,0.732353926,0.743715644,0.755298436,0.750131309,-0.15,3522.833496,0.146452993,128.9462128,0.0106,0.0175,1.104728222,1164,331,119,715,0.054347821,17,0.119112872,47
05-03-2022,Saturday,1,0,1,1,0,0,1,0,41115.19532,43436.17708,37630.29297,38569.08203,57011.10026,47049.48437,34741.15625,49857.21354,38779.08333,38626.47917,38146.51042,56979.15756,47726.80078,37130.94661,48683.21354,28526228786,39771067782,19910730024,35365453100,36200041993,50507290290,51104520748,4337.083333,4203.306641,4535.176595,4570.123209,4529.433268,4231.513509,3810.213379,112.4166667,92.78666432,88.21666718,66.55000051,68.97000122,69.92666881,62.10666911,768.75,687.9166667,628.8333333,569.0833333,538,685.3333333,548.5,1330.416667,896.25,765,782.5,707.0833333,684.6666667,651.8333333,1688.166667,1671.333333,1502.666667,1224.583333,1303.833333,1577,1417.25,1954.333333,1910.233357,1797.399984,1776.833374,1815.100016,1892.5,1701.199992,4.815333366,4.485666593,4.380999883,4.282500108,4.359999975,4.515333176,4.068333467,0.736153384,0.741305391,0.740443548,0.732418299,0.743863225,0.755146404,0.749345998,-0.156666667,2783.476318,0.129519999,99.34301758,0.0106,0.0177,1.052853227,867,280,80,508,0.081496009,48,0.080291926,40.66666667
06-03-2022,Sunday,1,0,1,1,0,0,1,0,39772.25,42947.15886,37982.01953,38656.39844,57114.23567,47074.62891,36065.33594,49192.1224,38420.5612,38920.34896,37549.7474,56728.48698,48286.91406,36916.77214,48805.25912,28536186144,33158333470,19532959720,33872710893,37669720559,47041661572,49865224815,4332.04655,4250.843262,4550.783366,4537.426595,4529.116537,4230.036784,3801.896728,116.8733342,93.05333201,88.28333282,66.08999888,68.76000214,69.84333547,63.13333638,775.75,692.3333333,631.6666667,570.1666667,536,688.1666667,546.75,1320.833333,909.75,767.5,781,707.6666667,684.3333333,650.6666667,1692.333333,1666.416667,1515.333333,1227.166667,1297.666667,1569.75,1415.75,1971.666667,1908.566691,1797.600016,1778.866699,1814.300008,1890.099975,1695.899984,4.862666607,4.492833296,4.407499949,4.26150004,4.355499903,4.499166489,4.017166773,0.735251287,0.739558359,0.74099038,0.732482672,0.744010806,0.754994373,0.748560687,-0.163333333,1775.078613,0.080441996,62.65926361,0.0107,0.0178,1.048124016,866,275,96,495,0.071839224,46,0.100803288,34.33333333
07-03-2022,Monday,1,0,1,0,0,0,1,0,38429.30469,42458.14063,38333.74609,38743.71484,57217.37109,47099.77344,37389.51563,48527.03125,38062.03906,39214.21875,36952.98438,56477.81641,48847.02734,36702.59766,48927.30469,28546143503,26545599159,19155189416,32379968686,39139399125,43576032854,48625928883,4327.009766,4298.379883,4566.390137,4504.72998,4528.799805,4228.560059,3793.580078,121.3300018,93.31999969,88.34999847,65.62999725,68.55000305,69.76000214,64.16000366,782.75,696.75,634.5,571.25,534,691,545,1311.25,923.25,770,779.5,708.25,684,649.5,1696.5,1661.5,1528,1229.75,1291.5,1562.5,1414.25,1989,1906.900024,1797.800049,1780.900024,1813.5,1887.699951,1690.599976,4.909999847,4.5,4.434000015,4.240499973,4.350999832,4.482999802,3.96600008,0.734349191,0.737811327,0.741537213,0.732547045,0.744158387,0.754842341,0.747775376,-0.17,1073.766968,0.067179002,50.9721756,0.0112,0.0186,1.043394804,1200,370,174,656,0.051294993,18,0.073301066,28
08-03-2022,Tuesday,0,0,1,1,0,0,1,0,38059.90234,38429.30469,37706,36944.80469,56509.16406,48807.84766,36697.03125,51174.11719,38737.26953,43193.23438,37154.60156,53598.24609,49327.72266,37334.39844,52246.52344,25776583476,35690014104,18591534769,39789134215,39508070319,38699736985,48597428048,4202.660156,4354.169922,4535.410156,4589.490234,4534.47998,4242.899902,3844.389893,120.6699982,94.98999786,87.98000336,67.5,68.29000092,70.09999847,66.68000031,747.5,688,622.5,576.25,515.5,699.5,565.25,1319.25,920.25,754,809.5,694,682.25,659.5,1674.5,1642.5,1544,1244.5,1275.5,1544.5,1447,1999.400024,1928.300049,1805.800049,1767.5,1813.199951,1900.900024,1704.699951,4.730000019,4.455999851,4.46750021,4.272500038,4.267000198,4.573999882,4.127500057,0.734376132,0.7356565,0.742109537,0.730433524,0.743914783,0.755406857,0.745828927,-0.19,1618.874512,0.066195004,57.80519104,0.0115,0.0194,1.015764594,1129,412,140,577,0.070038985,47,0.007636394,29.7
09-03-2022,Wednesday,0,1,0,1,0,0,0,0,38742.81641,38059.90234,43194.50391,37149.26563,49413.48047,49288.25,39016.96875,52272.96875,41982.92578,44354.63672,41500.875,50582.625,50025.375,40218.47656,54824.11719,32284121034,32479047645,29412210792,37707308001,43206179619,43148914673,50912227385,4223.100098,4363.140137,4482.790039,4548.370117,4532.419922,4248.310059,3851.929932,124.6600037,96.08999634,90.19000244,67.01999664,69.76000214,70.65000153,64.73000336,756.25,699.75,618.5,586,516.75,675.75,565,1199.5,951,754.75,799.75,702,680.5,654.75,1727.75,1648.25,1544.5,1271.75,1290.5,1504.25,1442.25,2053.600098,1908.300049,1806,1780.199951,1820.900024,1866.199951,1686.199951,4.717000008,4.496500015,4.492000103,4.295000076,4.282000065,4.517499924,4.091499805,0.732869148,0.737735152,0.744058728,0.729485035,0.744701445,0.754301429,0.740576208,-0.2,1556.872681,0.062693998,60.13480377,0.0119,0.0198,1.004912019,1644,500,150,994,0.067587741,12,0.016845539,33.1
10-03-2022,Thursday,1,1,0,0,0,0,1,0,41974.07031,38742.81641,44357.61719,42406.78125,50581.82813,52660.48047,40427.16797,54824.01172,39437.46094,43924.11719,43840.28516,50700.08594,46811.12891,40406.26953,56008.55078,31078064711,29183112630,28641855926,33676814852,65210059683,46420149185,57295577614,4252.549805,4322.560059,4505.75,4631.970215,4535.379883,4255.279785,3891.98999,110.4100037,107.1200027,91.81999969,69.72000122,69.11000061,71.16000366,63.84000015,738.5,741.75,628.75,584,509,662.75,564.5,1073.75,1009.25,776,811,718.5,674.5,653.25,1687.75,1708,1571,1262.25,1288,1483.5,1441.25,1978.099976,1945.599976,1812.199951,1779.5,1825.699951,1866.400024,1713.599976,4.579999924,4.563000202,4.470499992,4.310500145,4.337999821,4.375999928,4.027500153,0.736642838,0.736811042,0.743383944,0.730492234,0.745106518,0.753693104,0.744091928,-0.19,1323.439209,0.060384002,54.1762085,0.0122,0.02,0.983206868,1324,407,152,766,0.062181366,41,0.007615279,36.5
11-03-2022,Friday,1,0,0,0,0,0,0,0,39439.96875,41974.07031,43925.19531,43854.65234,50667.64844,46827.76172,40168.69141,55963.17969,38794.97266,42451.78906,44118.44531,50504.79688,46091.39063,38347.0625,57805.12109,26364890465,24967782593,33079398868,28479699446,49007762488,39211635100,56772343595,4279.5,4401.310059,4480.02002,4690.859863,4518.089844,4248.870117,3915.540039,105.9899979,111.3300018,91.63999939,71.86000061,68.37000275,72.44999695,64.69999695,758,745,636.5,585,497.5,670,547,1035.75,1124.25,771.25,799.25,704.5,662,650,1706.5,1690.25,1585,1252.25,1270.75,1468.25,1407.75,1985,1930.5,1818.900024,1789.900024,1781.699951,1859.400024,1725.599976,4.608500004,4.699999809,4.453000069,4.339000225,4.268000126,4.337999821,4.046500206,0.7362957,0.737985611,0.744307876,0.732536316,0.742947578,0.753375113,0.743947983,-0.21,1531.541748,0.122592002,61.92131424,0.0124,0.0205,0.981440902,1151,353,151,647,0.068456595,54,0.069542782,39.9
12-03-2022,Saturday,0,0,0,0,0,0,0,0,38908.7513,41129.36979,43436.17708,43935.33594,50595.1263,46476.75521,39559.60157,56582.52604,39085.56641,41347.0612,44191.89583,49560.57162,46191.40105,38249.20964,57647.44401,25683980000,26150612204,29801561679,28854325381,45562727330,38506646749,56411543964,4253.916667,4381.580078,4502.34668,4690.906575,4516.399903,4239.370117,3918.533366,107.1333313,110.2066676,91.04666646,72.07999929,68.70000204,72.18333181,65.11999766,753.6666667,750.5833333,635.0833333,585.25,497.8333333,670.9166667,546.3333333,1053.833333,1196.166667,774,797.3333333,703,662.5833333,643.9166667,1707,1688.166667,1580.166667,1254.916667,1267.166667,1459.833333,1413.5,1982.166667,1932.666667,1821.066691,1787.766683,1787.366618,1843.533366,1722.366659,4.605833372,4.722666581,4.456666788,4.350500107,4.25483338,4.323666573,4.078000069,0.735379318,0.737675567,0.744055152,0.733169357,0.742890556,0.751807113,0.744758666,-0.196666667,1243.334839,0.099823996,76.59791565,0.0126,0.0209,1.018696189,993,323,108,563,0.076448175,14,0.125338976,43.3
13-03-2022,Sunday,0,0,0,0,0,0,0,0,38377.53386,40284.66927,42947.15886,44016.01953,50522.60417,46125.7487,38950.51172,57201.8724,39376.16016,40242.33333,44265.34636,48616.34635,46291.41146,38151.35677,57489.76692,25003069535,27333441816,26523724489,29228951316,42117692171,37801658398,56050744333,4228.333333,4361.850098,4524.67334,4690.953288,4514.709961,4229.870117,3921.526693,108.2766648,109.0833333,90.45333354,72.29999796,69.03000132,71.91666667,65.53999837,749.3333333,756.1666667,633.6666667,585.5,498.1666667,671.8333333,545.6666667,1071.916667,1268.083333,776.75,795.4166667,701.5,663.1666667,637.8333333,1707.5,1686.083333,1575.333333,1257.583333,1263.583333,1451.416667,1419.25,1979.333333,1934.833333,1823.233357,1785.633341,1793.033284,1827.666707,1719.133341,4.603166739,4.745333354,4.460333506,4.361999988,4.241666635,4.309333324,4.109499931,0.734462937,0.737365524,0.743802429,0.733802398,0.742833535,0.750239114,0.745569348,-0.183333333,2518.94458,0.111607999,102.1147995,0.0128,0.0214,1.055951476,976,270,118,588,0.059653265,13,-0.018814103,45
14-03-2022,Monday,0,0,0,0,0,0,0,0,37846.31641,39439.96875,42458.14063,44096.70313,50450.08203,45774.74219,38341.42188,57821.21875,39666.75391,39137.60547,44338.79688,47672.12109,46391.42188,38053.50391,57332.08984,24322159070,28516271427,23245887300,29603577251,38672657013,37096670047,55689944702,4202.75,4342.120117,4547,4691,4513.02002,4220.370117,3924.52002,109.4199982,107.9599991,89.86000061,72.51999664,69.36000061,71.65000153,65.95999908,745,761.75,632.25,585.75,498.5,672.75,545,1090,1340,779.5,793.5,700,663.75,631.75,1708,1684,1570.5,1260.25,1260,1443,1425,1976.5,1937,1825.400024,1783.5,1798.699951,1811.800049,1715.900024,4.600500107,4.768000126,4.464000225,4.37349987,4.228499889,4.295000076,4.140999794,0.733546555,0.73705548,0.743549705,0.734435439,0.742776513,0.748671114,0.746380031,-0.17,2590.696045,0.114047997,105.6736526,0.0128,0.0215,1.093206763,1415,444,126,845,0.080429077,46,0.067261199,45.16666667
15-03-2022,Tuesday,1,1,1,0,0,0,1,0,39664.25,37846.31641,38429.30469,44347.80078,47642.14453,46396.66406,38099.47656,59267.42969,39338.78516,38062.03906,43565.11328,47243.30469,44883.91016,35787.24609,55907.19922,23934000868,28546143503,32142048537,30966005122,39154666597,36200887275,66419369890,4188.819824,4327.009766,4553.240234,4687.640137,4506.919922,4204.779785,3942.959961,102.2799988,121.3300018,90.01000214,70.68000031,67.97000122,71.09999847,65.55999756,745.25,782.75,646,588.5,499,631,537,1106,1311.25,785.5,769.25,682.5,639,637.75,1674,1696.5,1594.75,1264.25,1261.25,1330.75,1409.25,1939.800049,1989,1833.300049,1773.800049,1789.599976,1775.699951,1729.5,4.492000103,4.909999847,4.611999989,4.313000202,4.275499821,4.147500038,4.170000076,0.732225239,0.734349191,0.745084345,0.732869148,0.744934499,0.745328665,0.744091928,-0.19,2620.149658,0.112783998,106.9885712,0.0135,0.0219,1.094319344,1139,363,113,663,0.067879702,60,0.056502751,45.5
16-03-2022,Wednesday,0,0,1,0,0,0,1,0,39335.57031,39664.25,38059.90234,43571.12891,50114.74219,46057.21484,35641.14453,55840.78516,41143.92969,38737.26953,42407.9375,46737.48047,44963.07422,31676.69336,56804.90234,39616916192,25776583476,26954925781,32166727776,40969943253,52809038594,59749798599,4288.140137,4202.660156,4506.27002,4710.299805,4474.810059,4173.399902,3973.590088,95.23000336,120.6699982,90,72.04000092,69.73999786,71.51999664,65.33000183,756.75,747.5,641,587.5,503.5,640.25,549.5,1157.25,1319.25,770.25,779.25,671.5,657,645.5,1661,1674.5,1573,1271,1271.75,1374,1420,1922.400024,1999.400024,1822,1784.400024,1789.800049,1768.800049,1732.300049,4.492499828,4.730000019,4.604499817,4.322500229,4.414500237,4.129000187,4.105000019,0.732600749,0.734376132,0.7431795,0.73322922,0.745612085,0.743516564,0.743560791,-0.2,2772.055664,0.116907999,111.3591919,0.013,0.022,1.096936345,1363,378,143,843,0.059087971,54,0.065400923,45.83333333
17-03-2022,Thursday,1,1,1,0,0,0,1,0,41140.84375,39335.57031,38742.81641,42157.39844,46709.82422,44960.05078,31622.37695,56825.82813,40951.37891,41982.92578,42586.91797,46612.63281,47092.49219,32505.66016,58870.89453,22009601093,32284121034,20827783012,34638619079,38652152880,58964353058,60258313191,4345.109863,4223.100098,4412.609863,4642.990234,4479.330078,4224.609863,3949.570068,95.33999634,124.6600037,93.91000366,71.12000275,70.63999939,73.41000366,64.75,730,756.25,651.25,583.25,497,662.75,554,1051,1199.5,801.5,785.5,677.25,666.25,646.25,1649.25,1727.75,1587,1246,1283.5,1420,1424,1933.900024,2053.600098,1861.800049,1787,1791.400024,1783.400024,1735.300049,4.652500153,4.717000008,4.471000195,4.269999981,4.356500149,4.188000202,4.06799984,0.736263216,0.732869148,0.742456675,0.731015563,0.745489776,0.744546235,0.743383944,-0.2,2814.854492,0.116502002,110.3102341,0.0129,0.0214,1.102195501,929,319,90,521,0.081195222,50,0.057261953,46.16666667
18-03-2022,Friday,0,0,0,0,0,0,1,0,40944.83984,41140.84375,41974.07031,42586.46484,48379.75391,47098,32515.71484,58893.07813,41801.15625,39437.46094,44575.20313,48896.72266,48176.34766,33723.02734,57858.92188,34421564942,31078064711,22721659051,36541828520,30484496466,46317108925,55746041000,4407.339844,4252.549805,4429.279785,4636.459961,4447.490234,4249.27002,3953.5,103.6200027,110.4100037,94.83000183,70.34999847,70.76000214,72.91000366,64.41999817,753.75,738.5,655,590,520.75,660.5,556.75,1095,1073.75,801.25,787,700,653.25,640,1669.75,1687.75,1569.25,1260,1283.5,1392,1417.25,1934.5,1978.099976,1872.599976,1767.400024,1803.699951,1780.699951,1745.800049,4.700500011,4.579999924,4.507500172,4.260000229,4.309999943,4.324500084,4.15500021,0.738945425,0.736642838,0.742462158,0.729884386,0.744296849,0.744058728,0.746441364,-0.21,2945.343018,0.119305998,112.1158676,0.0133,0.022,1.109951854,1095,396,107,592,0.081091537,46,0.054680442,46.5
19-03-2022,Saturday,1,1,1,0,0,0,1,0,41045.27083,41075.50911,41129.36979,43250.40234,48553.32422,47451.63542,32904.74349,58545.53256,41560.10286,39223.29818,44370.75521,48486.29037,48045.35157,34036.16406,58021.4987,31152891052,29507006629,21745288586,33450602662,30911095562,41919195322,53518651929,4425.693197,4261.533203,4438.10319,4664.016602,4457.356771,4251.836752,3940.046631,104.1233342,108.9366684,93.95666758,70.72666677,71.39000194,73.03333537,62.79999924,751.3333333,745,649.25,589.1666667,525,661.6666667,553.25,1088.333333,1061.083333,794.0833333,777.1666667,703.75,655.5833333,636.3333333,1670.833333,1694,1563.583333,1260.666667,1287.833333,1388.833333,1408.5,1931.466675,1980.399984,1867.966634,1771.933349,1800.099975,1780.099975,1744.600016,4.700333277,4.589499951,4.518500169,4.257000129,4.339999994,4.318666776,4.122166793,0.738373379,0.736527125,0.742856006,0.730661094,0.744848351,0.743791421,0.74554199,-0.213333333,2946.25708,0.123568997,116.3732681,0.0136,0.0226,1.1080724,955,331,94,530,0.082127675,14,0.024076479,46.83333333
20-03-2022,Sunday,1,1,1,0,0,0,1,0,41145.70182,41010.17448,40284.66927,43914.33984,48726.89453,47805.27083,33293.77213,58197.98698,41319.04948,39009.13542,44166.3073,48075.85807,47914.35547,34349.30078,58184.07552,27884217161,27935948547,20768918122,30359376805,31337694658,37521281719,51291262857,4444.046549,4270.516602,4446.926595,4691.573242,4467.223307,4254.403483,3926.593262,104.6266658,107.4633332,93.08333333,71.10333506,72.02000173,73.15666707,61.1800003,748.9166667,751.5,643.5,588.3333333,529.25,662.8333333,549.75,1081.666667,1048.416667,786.9166667,767.3333333,707.5,657.9166667,632.6666667,1671.916667,1700.25,1557.916667,1261.333333,1292.166667,1385.666667,1399.75,1928.433349,1982.699992,1863.333293,1776.466675,1796.5,1779.5,1743.399984,4.700166543,4.598999977,4.529500167,4.254000028,4.370000044,4.312833468,4.089333375,0.737801334,0.736411413,0.743249853,0.731437802,0.745399853,0.743524114,0.744642615,-0.216666667,2860.459229,0.119153999,114.8291397,0.014,0.0232,1.106192947,846,265,88,497,0.06685686,12,0.161613531,47
21-03-2022,Monday,1,1,1,0,0,0,1,0,41246.13281,40944.83984,39439.96875,44578.27734,48900.46484,48158.90625,33682.80078,57850.44141,41077.99609,38794.97266,43961.85938,47665.42578,47783.35938,34662.4375,58346.65234,24615543271,26364890465,19792547657,27268150947,31764293754,33123368116,49063873786,4462.399902,4279.5,4455.75,4719.129883,4477.089844,4256.970215,3913.139893,105.1299973,105.9899979,92.20999908,71.48000336,72.65000153,73.27999878,59.56000137,746.5,758,637.75,587.5,533.5,664,546.25,1075,1035.75,779.75,757.5,711.25,660.25,629,1673,1706.5,1552.25,1262,1296.5,1382.5,1391,1925.400024,1985,1858.699951,1781,1792.900024,1778.900024,1742.199951,4.699999809,4.608500004,4.540500164,4.250999928,4.400000095,4.30700016,4.056499958,0.737229288,0.7362957,0.743643701,0.73221451,0.745951355,0.743256807,0.743743241,-0.22,2897.976563,0.119338997,116.1587296,0.0159,0.0238,1.104313493,1069,372,111,586,0.074080935,52,0.04576371,47.58333333
22-03-2022,Tuesday,0,0,1,0,0,0,1,0,41074.10547,41246.13281,37846.31641,43937.07031,47653.73047,47771.00391,34659.10547,57517.89063,42358.80859,39666.75391,40538.01172,46202.14453,47267.51953,31637.7793,54529.14453,32004652376,24322159070,26246662813,32902725329,28727713711,40230904226,56521454974,4469.100098,4202.75,4456.060059,4652.5,4469.740234,4274.450195,3916.47998,112.9000015,109.4199982,90.90000153,71.91999817,72.62000275,73.31999969,61.54999924,756.75,745,645.5,591,529,653.25,558,1119.25,1090,780,770,713.75,650.5,627.5,1692.75,1708,1585.25,1276.25,1295.5,1369.5,1418.75,1920.699951,1976.5,1876.300049,1804,1758.800049,1777.699951,1737.800049,4.681499958,4.600500107,4.518499851,4.303500175,4.282000065,4.320000172,4.097499847,0.736485481,0.733546555,0.744723618,0.733498096,0.743372858,0.744562805,0.743931353,-0.21,2973.131104,0.122481003,122.9279633,0.0152,0.0232,1.101722002,1320,458,128,734,0.077067732,50,0.063493597,48.75
23-03-2022,Wednesday,0,1,1,1,0,0,1,0,42364.37891,41074.10547,39664.25,40552.13281,46707.0625,47261.40625,34679.12109,54511.66016,42892.95703,39338.78516,40030.97656,46880.27734,42843.80078,34434.33594,54738.94531,25242943069,23934000868,23310007704,30961902129,43909845642,33892523752,56435023914,4493.100098,4188.819824,4384.569824,4587.899902,4402.950195,4284.899902,3937.600098,108.8499985,102.2799988,91.62999725,70.06999969,71.91999817,73.98999786,61.27999878,752.25,745.25,648.5,595,527,637.75,551.25,1119.25,1106,797.5,777.5,708,638,628,1695.5,1674,1590.5,1289.5,1285,1329.75,1418.75,1936.599976,1939.800049,1899.400024,1796.800049,1751.800049,1779.599976,1724.699951,4.684999943,4.492000103,4.519499779,4.269499779,4.230000019,4.288499832,4.133500099,0.737245619,0.732225239,0.744512916,0.731480718,0.74134481,0.744912267,0.746435761,-0.2,3031.067139,0.129727006,122.4754181,0.0155,0.0234,1.10297358,1182,405,115,663,0.074157001,51,0.040156362,49.91666667
24-03-2022,Thursday,0,1,1,1,0,0,1,0,42886.65234,42364.37891,39335.57031,37068.76953,46886.07813,43012.23438,34475.55859,54710.48828,43960.93359,41143.92969,38286.02734,48936.61328,40693.67578,35867.77734,52774.26563,31042992291,39616916192,25493150450,27055803928,48701090088,37901460044,70567223787,4469.97998,4288.140137,4332.740234,4594.959961,4374.450195,4293.209961,3919.929932,114.4700012,95.23000336,91.75,69.20999908,70.58999634,72.77999878,57.40000153,757,756.75,657.75,591,522,678.25,551,1105.75,1157.25,815,778.5,700.25,651,635,1722.25,1661,1609,1292,1263,1370,1421.75,1963.599976,1922.400024,1908.099976,1791.400024,1762.199951,1776.800049,1727.5,4.768499851,4.492499828,4.519499779,4.309000015,4.135499954,4.274499893,4.047500134,0.736642838,0.732600749,0.742610991,0.73145932,0.739617646,0.744806826,0.742743433,-0.21,3108.062012,0.136549994,126.5812759,0.0167,0.0248,1.100630641,1580,473,139,968,0.06065756,57,0.080096292,51.08333333
25-03-2022,Friday,0,1,1,1,0,1,1,0,43964.54688,42886.65234,41140.84375,38285.28125,48937.09766,40677.95313,35908.38672,52726.74609,44348.73047,40951.37891,37296.57031,48628.51172,43574.50781,35040.83594,51704.16016,30574413034,22009601093,21849073843,24447979559,38139709246,34059036099,67999812841,4522.910156,4345.109863,4324.930176,4650.359863,4367.430176,4290.649902,3879.340088,111.75,95.33999634,91.73999786,71.26999664,70.84999847,73.47000122,60.79999924,748.5,730,674,597.5,517,694,552.25,1089.5,1051,841,796.75,689.5,640.5,624.75,1702,1649.25,1637.5,1306,1274.5,1360,1430.75,1953.800049,1933.900024,1896.599976,1786,1776.699951,1761.099976,1732.699951,4.691999912,4.652500153,4.506000042,4.345499992,4.142000198,4.279500008,4.00549984,0.73671335,0.736263216,0.743256807,0.733460486,0.739251256,0.743422568,0.742842734,-0.22,3106.671387,0.131013006,124.0673676,0.0168,0.0247,1.10095787,1581,492,142,949,0.071258597,52,0.073907788,52.25
26-03-2022,Saturday,0,1,1,1,0,1,1,0,44916.98177,43245.95052,41075.50911,37949.70964,48833.51302,41638.73438,35617.58594,52378.83463,45275.15495,41234.63802,37641.91667,49347.1875,44014.70443,34551.26302,52848.54427,32503667257,26146922376,30027316593,25706612409,36841160974,35319009759,64217274553,4528.970052,4365.85319,4268.543457,4668.226562,4380.536784,4294.009928,3891.933431,112.1399994,98.09999846,91.99999745,71.85666402,71.22333272,73.48000081,60.02666601,748.6666667,737.9166667,677.1666667,598.8333333,519.5,702.5833333,550.3333333,1090.583333,1065.666667,854.9166667,802,695.8333333,649.5833333,620.1666667,1702.333333,1656.083333,1650.416667,1312.666667,1277.166667,1390.083333,1425.166667,1946.733358,1934.100016,1901.699992,1792.666667,1773.399984,1765.966634,1728.899984,4.677999973,4.668500106,4.496833324,4.363833268,4.160500208,4.286333402,4.007833163,0.736528973,0.737157286,0.743188679,0.733765701,0.73905468,0.743468642,0.742590984,-0.206666667,3143.178955,0.135867998,124.8813324,0.0168,0.0247,1.099573493,997,290,98,609,0.064209507,17,0.066616798,53.41666667
